Substance,Dosage_mg,Unit,Study_ID,Dose_Type,Norm_Text
Ketamine,35.0,mg,777,relative_weight,0.5 mg/kg
S-Ketamine,84.0,mg,1240,absolute,84 mg
Ketamine,35.0,mg,1441,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,1441,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,2232,relative_weight,0.5 mg/kg
Ketamine,25.0,mg,3371,absolute,25 mg
Ketamine,10.0,mg,3371,absolute,10 mg
Ketamine,35.0,mg,3820,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,4916,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,5020,relative_weight,0.5 mg/kg
Ketamine,17.5,mg,5020,relative_weight,0.25 mg/kg
S-Ketamine,84.0,mg,5968,absolute,84 mg
MDMA,62.5,mg,6000,absolute,62.5 mg
MDMA,125.0,mg,6000,absolute,125 mg
Psilocybin,30.0,mg,6044,relative_weight,30 mg/70 kg
MDMA,80.0,mg,6103,absolute,80 mg-180
MDMA,180.0,mg,6103,absolute,80 mg-180
MDMA,40.0,mg,6103,absolute,40 or 60 mg
MDMA,60.0,mg,6103,absolute,40 or 60 mg
MDMA,120.0,mg,6103,absolute,120 mg
MDMA,80.0,mg,6103,absolute,80 mg
Ketamine,90.0,mg,6221,absolute,90 mg
Ketamine,70.0,mg,8606,relative_weight,1 mg/kg
DMT,42.0,mg,8889,relative_time,0.6 or 1 mg/min
DMT,70.0,mg,8889,relative_time,0.6 or 1 mg/min
DMT,25.0,mg,8889,absolute,25 mg
DMT,15.0,mg,8889,absolute,15 mg
DMT,70.0,mg,8889,relative_time,1 mg/min
DMT,42.0,mg,8889,relative_time,0.6 mg/min
Psilocybin,25.0,mg,56,absolute,25 mg
S-Ketamine,10.0,mg,128,absolute,10 mg
MDMA,225.0,mg,159,absolute,225 mg
MDMA,175.0,mg,159,absolute,175 mg
MDMA,125.0,mg,159,absolute,125 mg
MDMA,75.0,mg,159,absolute,75 mg
MDMA,105.0,mg,790,relative_weight,1.5 mg/kg
MDMA,125.0,mg,790,absolute,125 mg
MDMA,52.5,mg,790,relative_weight,0.75 mg/kg
Psilocybin,10.0,mg,1254,relative_weight,"10, 20, 30 mg/70 kg"
Psilocybin,30.0,mg,1254,relative_weight,"10, 20, 30 mg/70 kg"
MDMA,75.0,mg,1829,absolute,75-125 mg
MDMA,125.0,mg,1829,absolute,75-125 mg
LSD,0.026,mg,1958,absolute,26 μg
LSD,0.013,mg,1958,absolute,13 μg
LSD,0.013,mg,1958,absolute,13 or 26 μg
LSD,0.026,mg,1958,absolute,13 or 26 μg
S-Ketamine,56.0,mg,2422,absolute,56 mg or 84 mg
S-Ketamine,84.0,mg,2422,absolute,56 mg or 84 mg
LSD,0.02,mg,2482,absolute,20 μg
LSD,0.01,mg,2482,absolute,10 μg
LSD,0.005,mg,2482,absolute,5 μg
Ketamine,35.0,mg,2556,relative_weight,0.5 mg/kg
S-Ketamine,0.7000000000000001,mg,3354,relative_weight_time,0.01 mg/kg/h
S-Ketamine,35.0,mg,3354,relative_weight,0.5 mg/kg
MDMA,100.0,mg,3533,absolute,100 mg
Psilocybin,15.0,mg,3631,absolute,"15, 25, and 30 mg"
Psilocybin,30.0,mg,3631,absolute,"15, 25, and 30 mg"
LSD,0.02,mg,3765,absolute,20 µg
LSD,0.01,mg,3765,absolute,10 µg
LSD,0.005,mg,3765,absolute,5 µg
LSD,0.005,mg,3765,absolute,"5, 10 and 20 µg"
LSD,0.02,mg,3765,absolute,"5, 10 and 20 µg"
LSD,0.02,mg,3765,absolute,20 µg=8
LSD,0.008,mg,3765,absolute,20 µg=8
LSD,0.01,mg,3765,absolute,10 µg=
LSD,0.005,mg,3765,absolute,5 µg=10
LSD,0.01,mg,3765,absolute,5 µg=10
LSD,0.005,mg,3765,absolute,"5, 10, and 20 µg"
LSD,0.02,mg,3765,absolute,"5, 10, and 20 µg"
LSD,0.0,mg,3765,absolute,"0, 5, 10, and 20 µg"
LSD,0.02,mg,3765,absolute,"0, 5, 10, and 20 µg"
S-Ketamine,35.0,mg,4410,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,4732,relative_weight,0.5 mg/kg
MDMA,105.0,mg,4969,relative_weight,1.5 mg/kg
MDMA,100.0,mg,5274,absolute,100 mg
MDMA,100.0,mg,5738,absolute,100 mg
Psilocybin,1.75,mg,5789,relative_weight,25 µg/kg
Psilocybin,21.0,mg,5789,relative_weight,300 µg/kg
Psilocybin,14.0,mg,5789,relative_weight,200 µg/kg
Psilocybin,7.0,mg,5789,relative_weight,100 µg/kg
Ketamine,10.0,mg,6007,absolute,10 mg
Psilocybin,25.0,mg,6137,absolute,25 mg
S-Ketamine,0.28,mg,6171,relative_weight_time,4 μg/kg/min
S-Ketamine,35.0,mg,6171,relative_weight,0.5 mg/kg
S-Ketamine,0.14,mg,6171,relative_weight_time,2 μg/kg/min
Ketamine,35.0,mg,6364,relative_weight,0.5 mg/kg
Psilocybin,15.0,mg,6403,absolute,15 mg
Ketamine,35.0,mg,6449,relative_weight,0.5 mg/kg
Ketamine,210.0,mg,6591,relative_weight,3 mg/kg
Ketamine,70.0,mg,6591,relative_weight,1 mg/kg
Ketamine,21.0,mg,6954,relative_weight,0.3 mg/kg
Ketamine,10.5,mg,6954,relative_weight_time,0.15-0.3 mg/kg/h
Ketamine,21.0,mg,6954,relative_weight_time,0.15-0.3 mg/kg/h
Ketamine,35.0,mg,7554,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,7573,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,7903,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,7945,relative_weight,0.5 mg/kg
DMT,7.0,mg,8320,relative_weight,0.1 mg/kg
DMT,3.5,mg,8320,relative_weight,0.1 and 0.05 mg/kg
DMT,7.0,mg,8320,relative_weight,0.1 and 0.05 mg/kg
DMT,14.0,mg,8320,relative_weight,0.2 and 0.4 mg/kg
DMT,28.0,mg,8320,relative_weight,0.2 and 0.4 mg/kg
DMT,2.8000000000000003,mg,8320,relative_weight,0.04 and 0.4 mg/kg
DMT,28.0,mg,8320,relative_weight,0.04 and 0.4 mg/kg
MDMA,75.0,mg,8457,relative_weight,"75, 110 and 145 mg/70 kg"
MDMA,145.0,mg,8457,relative_weight,"75, 110 and 145 mg/70 kg"
Ketamine,14.0,mg,8611,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,8611,relative_weight,0.5 mg/kg
Ketamine,21.0,mg,8706,relative_weight,0.3 mg/kg
Ketamine,7.0,mg,9339,relative_weight,0.1-0.5 mg/kg
Ketamine,35.0,mg,9339,relative_weight,0.1-0.5 mg/kg
Ketamine,7.0,mg,9339,relative_weight,0.1-0.4 mg/kg
Ketamine,28.0,mg,9339,relative_weight,0.1-0.4 mg/kg
Ketamine,50.0,mg,9339,absolute,50 mg
Ketamine,35.0,mg,9339,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,9572,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,135,relative_weight,0.5 mg/kg
Ketamine,0.098,mg,687,relative_weight_time,1.4 µg/kg/min
Ketamine,10.5,mg,687,relative_weight,0.15 mg/kg
Ketamine,35.0,mg,5834,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,6357,relative_weight,0.5 mg/kg
MDMA,100.0,mg,6952,absolute,100 mg
MDMA,50.0,mg,6952,absolute,50-200 mg
MDMA,200.0,mg,6952,absolute,50-200 mg
Ketamine,35.0,mg,7078,relative_weight,0.5 mg/kg
MDMA,40.0,mg,161,absolute,40 mg
MDMA,120.0,mg,161,absolute,120 mg
Ketamine,100.0,mg,162,absolute,100 mg
Ketamine,50.0,mg,162,absolute,50 mg
Ketamine,25.0,mg,162,absolute,25 mg
Psilocybin,25.0,mg,164,absolute,25 mg
Ketamine,35.0,mg,260,relative_weight,0.5 mg/kg
Ketamine,70.0,mg,486,relative_weight,1.0 mg/kg
Ketamine,35.0,mg,486,relative_weight,0.5 mg/kg
MDMA,105.0,mg,515,relative_weight,1.5 mg/kg
Ibogaine,1540.0,mg,1083,absolute,1540 mg
S-Ketamine,84.0,mg,1238,absolute,84 mg
Psilocybin,1.0,mg,1264,absolute,1 mg
Psilocybin,25.0,mg,1264,absolute,25 mg
Ketamine,17.5,mg,1347,relative_weight,0.25-1 mg/kg
Ketamine,70.0,mg,1347,relative_weight,0.25-1 mg/kg
Ketamine,14.0,mg,1444,relative_weight,"0.2, and 0.5 mg/kg"
Ketamine,35.0,mg,1444,relative_weight,"0.2, and 0.5 mg/kg"
Ketamine,35.0,mg,1488,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,1647,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,1731,relative_weight,0.5 mg/kg
S-Ketamine,1.0,mg,1884,absolute,1 mg
S-Ketamine,25.0,mg,1884,absolute,25 mg
S-Ketamine,10.0,mg,1884,absolute,10 mg
Psilocybin,1.0,mg,1884,absolute,1 mg
Psilocybin,25.0,mg,1884,absolute,25 mg
Psilocybin,10.0,mg,1884,absolute,10 mg
Ketamine,35.0,mg,2035,relative_weight,0.5 mg/kg
LSD,0.1,mg,2099,absolute,100 μg
LSD,0.2,mg,2106,absolute,200 μg
LSD,0.1,mg,2106,absolute,100 μg
MDMA,70.0,mg,2161,relative_weight,1 mg/kg
MDMA,100.0,mg,2223,absolute,100 mg
MDMA,100.0,mg,2227,absolute,100 mg
R-Ketamine,60.0,mg,2395,absolute,60 mg
R-Ketamine,30.0,mg,2395,absolute,30 mg
S-Ketamine,84.0,mg,2398,absolute,84 mg
Psilocybin,25.0,mg,2426,absolute,25 mg
Ketamine,175.0,mg,2936,relative_weight,2.5 mg./kg
Ibogaine,120.0,mg,2995,absolute,120 mg
Ibogaine,60.0,mg,2995,absolute,"60, 120, and 180 mg"
Ibogaine,180.0,mg,2995,absolute,"60, 120, and 180 mg"
Ibogaine,60.0,mg,2995,absolute,"60, 120, or 180 mg"
Ibogaine,180.0,mg,2995,absolute,"60, 120, or 180 mg"
Ketamine,35.0,mg,3181,relative_weight,0.5 mg/kg
LSD,0.05,mg,3442,absolute,50 µg
LSD,0.1,mg,3442,absolute,100 µg
Ketamine,35.0,mg,3592,relative_weight,0.5 mg/kg
S-Ketamine,35.0,mg,3592,relative_weight,0.5 mg/kg
MDMA,70.0,mg,4049,relative_weight,1.0 and 1.5 mg/kg
MDMA,105.0,mg,4049,relative_weight,1.0 and 1.5 mg/kg
MDMA,35.0,mg,4356,relative_weight,0.5 or 1.0 mg/kg
MDMA,70.0,mg,4356,relative_weight,0.5 or 1.0 mg/kg
Psilocybin,11.200000000000001,mg,4508,relative_weight,0.16 mg/kg
Ketamine,14.0,mg,4558,relative_weight,0.2 mg/kg
Ketamine,140.0,mg,4558,relative_weight,2.0 mg/kg
Ketamine,18.2,mg,4578,relative_weight,0.26 mg/kg
Ketamine,5.67,mg,4581,relative_weight,0.081 mg/kg
Ketamine,40.599999999999994,mg,4581,relative_weight,0.58 mg/kg
Ketamine,16.1,mg,4581,relative_weight,0.23 mg/kg
LSD,0.005,mg,4633,absolute,"5, 10, and 20 μg"
LSD,0.02,mg,4633,absolute,"5, 10, and 20 μg"
LSD,0.0,mg,4633,absolute,"0, 5, 10, and 20 μg"
LSD,0.02,mg,4633,absolute,"0, 5, 10, and 20 μg"
MDMA,0.0,mg,4641,absolute,"0, 75, and 100 mg"
MDMA,100.0,mg,4641,absolute,"0, 75, and 100 mg"
MDMA,75.0,mg,4652,absolute,75 mg
Ketamine,50.0,mg,4729,absolute,50 mg
Ketamine,35.0,mg,4922,relative_weight,0.5 mg/kg
MDMA,105.0,mg,4966,relative_weight,1.5 mg/kg
Ketamine,35.0,mg,5001,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,5048,relative_weight,0.5 mg/kg
Ketamine,28.0,mg,5071,relative_weight,0.4 mg/kg
Ketamine,14.0,mg,5071,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,5082,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,5171,relative_weight,0.5 mg/kg
Psilocybin,21.0,mg,5249,relative_weight,0.3 mg/kg
DMT,40.0,mg,5628,absolute,40-75 mg
DMT,75.0,mg,5628,absolute,40-75 mg
S-Ketamine,84.0,mg,5828,absolute,84 mg
LSD,0.1,mg,5873,absolute,100 μg
Ketamine,35.0,mg,5917,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,5919,relative_weight,0.5 mg/kg
MDMA,125.0,mg,6016,absolute,125 mg
Psilocybin,40.0,mg,6058,relative_weight,40 mg/70 kg
Psilocybin,42.0,mg,6058,relative_weight,0.6 mg/kg
Psilocybin,30.0,mg,6058,relative_weight,30 mg/70 kg
Psilocybin,31.5,mg,6058,relative_weight,0.45 mg/kg
Psilocybin,20.0,mg,6058,relative_weight,20 mg/70 kg
Psilocybin,21.0,mg,6058,relative_weight,0.3 mg/kg
LSD,0.1,mg,6157,absolute,100 μg
Psilocybin,10.0,mg,6198,relative_weight,10 mg/70 kg
LSD,0.05,mg,6247,absolute,50 µg
Ayahuasca,70.0,mg,6261,relative_weight,"1, 2, or 3 ml sm‐001/kg"
Ayahuasca,210.0,mg,6261,relative_weight,"1, 2, or 3 ml sm‐001/kg"
MDMA,80.0,mg,6262,absolute,80‐160 mg
MDMA,160.0,mg,6262,absolute,80‐160 mg
S-Ketamine,40.0,mg,6380,relative_weight,40 mg/70 kg
S-Ketamine,20.0,mg,6380,relative_weight,20 mg/70 kg
Psilocybin,18.2,mg,6643,relative_weight,0.26 mg/kg
Ketamine,20.0,mg,6683,absolute,20-360 mg
Ketamine,360.0,mg,6683,absolute,20-360 mg
Ketamine,15.0,mg,6869,absolute,15 mg
Ketamine,15.0,mg,6870,absolute,15 mg
S-Ketamine,56.0,mg,7011,absolute,56 or 84 mg
S-Ketamine,84.0,mg,7011,absolute,56 or 84 mg
LSD,100.0,mg,7050,absolute,100 mg
Ketamine,210.0,mg,7113,relative_weight,3 mg/kg
Ketamine,420.0,mg,7113,relative_weight,6 mg/kg
Psilocybin,18.2,mg,7124,relative_weight,260 μg/kg
MDMA,0.0,mg,7168,absolute,"0, 75, and 100 mg"
MDMA,100.0,mg,7168,absolute,"0, 75, and 100 mg"
Ketamine,16.1,mg,7186,relative_weight,0.23 mg/kg
LSD,0.07,mg,7344,relative_weight,1 µg/kg
Psilocybin,21.0,mg,7484,relative_weight,0.3 mg/kg
MDMA,70.0,mg,7822,absolute,70 mg
MDMA,30.0,mg,7822,absolute,30 mg
LSD,0.2,mg,7890,absolute,200-500 µg
LSD,0.5,mg,7890,absolute,200-500 µg
Ketamine,35.0,mg,7941,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,8052,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,8062,relative_weight,0.5 mg/kg
Psilocybin,22.05,mg,8100,relative_weight,315 μg/kg
MDMA,125.0,mg,8271,absolute,125 mg
DMT,21.0,mg,8319,relative_weight,0.3 mg/kg
Ketamine,35.0,mg,8481,relative_weight,0.5 mg/kg
Psilocybin,25.0,mg,8795,relative_weight,25 mg/70 kg
Psilocybin,15.0,mg,8795,relative_weight,15 mg/70 kg
Ketamine,35.0,mg,8837,relative_weight,0.5 mg/kg
Psilocybin,15.0,mg,8907,absolute,15 or 20 mg
Psilocybin,20.0,mg,8907,absolute,15 or 20 mg
LSD,50.0,mg,9149,absolute,50
Ketamine,35.0,mg,9182,relative_weight,0.5 mg/kg
MDMA,125.0,mg,9257,absolute,125 mg
Ketamine,35.0,mg,9277,relative_weight,0.5 mg/kg
Ketamine,17.5,mg,9340,relative_weight,0.25 mg/kg
Ketamine,35.0,mg,9484,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,9570,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,9596,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,75,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,75,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,120,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,127,relative_weight,"0.5, 1, and 2 mg/kg"
Ketamine,140.0,mg,127,relative_weight,"0.5, 1, and 2 mg/kg"
Ketamine,7.0,mg,127,relative_weight,"0.1, 0.25 and 0.5 mg/kg"
Ketamine,35.0,mg,127,relative_weight,"0.1, 0.25 and 0.5 mg/kg"
Ketamine,7.0,mg,127,relative_weight,0.1-2 mg/kg
Ketamine,140.0,mg,127,relative_weight,0.1-2 mg/kg
Psilocybin,30.0,mg,151,absolute,30 mg
Psilocybin,25.0,mg,151,absolute,25 mg
Psilocybin,25.0,mg,151,absolute,25 or 30 mg
Psilocybin,30.0,mg,151,absolute,25 or 30 mg
Ketamine,70.0,mg,153,relative_weight,1 mg/kg
Psilocybin,25.0,mg,165,absolute,25 mg
Psilocybin,25.0,mg,166,absolute,25 mg
Psilocybin,2.0,mg,167,absolute,2 mg
Psilocybin,4.0,mg,167,absolute,4 mg
Ketamine,45.5,mg,218,relative_weight_time,0.65 mg/kg/h
MDMA,210.0,mg,379,relative_weight,3.0 mg/kg
Ketamine,98.69999999999999,mg,497,relative_weight,1.41 mg/kg
Ketamine,49.699999999999996,mg,497,relative_weight,0.71 mg/kg
MDMA,105.0,mg,518,relative_weight,1.5 mg/kg
Ketamine,35.0,mg,558,relative_weight,0.5 mg/kg
Ayahuasca,70.0,mg,594,relative_weight,1 mg dmt/kg
MDMA,112.0,mg,612,relative_weight,1.6 mg/kg
MDMA,70.0,mg,612,relative_weight,1.0 mg/kg
Psilocybin,20.0,mg,640,relative_weight,20 mg/70 kg
LSD,0.1,mg,698,absolute,100 µg
MDMA,52.5,mg,717,relative_weight,0.75 mg/kg
MDMA,105.0,mg,717,relative_weight,1.5 mg/kg
MDMA,52.5,mg,717,relative_weight,0.75 and 1.5 mg/kg
MDMA,105.0,mg,717,relative_weight,0.75 and 1.5 mg/kg
MDMA,35.0,mg,791,relative_weight,0.5 mg/kg
LSD,0.026,mg,793,absolute,26 μg
LSD,0.013,mg,793,absolute,13 μg
LSD,0.0065,mg,793,absolute,6.5 μg
Ketamine,14.0,mg,808,relative_weight,0.2‐4.7 mg/kg
Ketamine,329.0,mg,808,relative_weight,0.2‐4.7 mg/kg
Ketamine,5.67,mg,902,relative_weight,0.081 mg/kg
Ketamine,18.900000000000002,mg,902,relative_weight,0.27 mg/kg
Ketamine,1.68,mg,902,relative_weight,"0.024, 0.081 and 0.27 mg/kg"
Ketamine,18.900000000000002,mg,902,relative_weight,"0.024, 0.081 and 0.27 mg/kg"
MDMA,75.0,mg,1216,absolute,75 and 125 mg
MDMA,125.0,mg,1216,absolute,75 and 125 mg
Ketamine,210.0,mg,1228,relative_weight,3.0 mg/kg
Ketamine,35.0,mg,1228,relative_weight,0.5 mg/kg
S-Ketamine,84.0,mg,1237,absolute,84 mg
Psilocybin,10.0,mg,1255,relative_weight,"10, 20, 30 mg/70 kg"
Psilocybin,30.0,mg,1255,relative_weight,"10, 20, 30 mg/70 kg"
LSD,0.075,mg,1272,absolute,75 µg
MDMA,100.0,mg,1286,absolute,100 mg
Ketamine,35.0,mg,1291,relative_weight,0.5 mg/kg
Ketamine,28.0,mg,1316,relative_weight,0.4 mg/kg
Ketamine,0.2,mg,1316,absolute,0.2
Ketamine,52.5,mg,1345,relative_weight,0.75 mg/kg
Ketamine,35.0,mg,1364,relative_weight,0.5–1 mg/kg
Ketamine,7.0,mg,1364,relative_weight,0.1-0.5 mg/kg
Ketamine,35.0,mg,1364,relative_weight,0.1-0.5 mg/kg
S-Ketamine,35.0,mg,1364,relative_weight,0.5–1 mg/kg
S-Ketamine,7.0,mg,1364,relative_weight,0.1-0.5 mg/kg
S-Ketamine,35.0,mg,1364,relative_weight,0.1-0.5 mg/kg
Ketamine,35.0,mg,1437,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,1437,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,1439,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,1439,relative_weight,0.2 mg/kg
Ketamine,14.0,mg,1443,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,1443,relative_weight,0.5 mg/kg
Ketamine,14.0,mg,1447,relative_weight,0.2 mg/kg
Ketamine,35.0,mg,1447,relative_weight,0.5 mg/kg
Ketamine,21.0,mg,1455,relative_weight,0.3 mg/kg
Ketamine,52.5,mg,1537,relative_weight,0.75 mg/kg
Ketamine,35.0,mg,1649,relative_weight,0.5 mg/kg
Ketamine,17.5,mg,1649,relative_weight,0.25 mg/kg
S-Ketamine,35.0,mg,1649,relative_weight,0.5 mg/kg
S-Ketamine,17.5,mg,1649,relative_weight,0.25 mg/kg
Ketamine,35.0,mg,1787,relative_weight,0.5 mg/kg
Ketamine,49.699999999999996,mg,1806,relative_weight,0.71 mg/kg
Psilocybin,30.0,mg,1866,relative_weight,30 mg/70 kg
Psilocybin,20.0,mg,1866,relative_weight,20 mg/70 kg
Psilocybin,25.0,mg,1871,absolute,25 mg
Psilocybin,15.0,mg,1871,absolute,15 mg
MDMA,50.0,mg,1918,absolute,50-150 mg
MDMA,150.0,mg,1918,absolute,50-150 mg
Ketamine,17.5,mg,1961,relative_weight_time,0.25 mg/kg/h
Ketamine,18.2,mg,1961,relative_weight,0.26 mg/kg
S-Ketamine,35.0,mg,1981,relative_weight,0.5-1 mg/kg
S-Ketamine,70.0,mg,1981,relative_weight,0.5-1 mg/kg
S-Ketamine,84.0,mg,2053,absolute,84 mg
MDMA,125.0,mg,2102,absolute,125 mg
LSD,0.2,mg,2105,absolute,200 μg
LSD,0.1,mg,2105,absolute,100 μg
LSD,0.1,mg,2105,absolute,100 μg and 200
LSD,0.2,mg,2105,absolute,100 μg and 200
LSD,200.0,mg,2105,absolute,200 mg
LSD,100.0,mg,2105,absolute,100 mg
Ketamine,70.0,mg,2112,relative_weight,1 mg/kg
LSD,0.005,mg,2118,absolute,5-15 µg
LSD,0.015,mg,2118,absolute,5-15 µg
Ketamine,35.0,mg,2207,relative_weight,0.5 mg/kg
MDMA,100.0,mg,2225,absolute,100 mg
Psilocybin,14.0,mg,2245,relative_weight,0.2 mg/kg
Ketamine,210.0,mg,2250,relative_weight,3.0 mg/kg
Ketamine,35.0,mg,2250,relative_weight,0.5 mg/kg
Ketamine,100.0,mg,2332,absolute,100–240 mg
Ketamine,240.0,mg,2332,absolute,100–240 mg
Ketamine,500.0,mg,2332,absolute,500 mg/day
Ketamine,40.0,mg,2332,absolute,40 mg/day
Ketamine,100.0,mg,2332,absolute,100 mg/day
Ketamine,28.0,mg,2382,absolute,"28 mg, 56 mg or 84 mg"
Ketamine,84.0,mg,2382,absolute,"28 mg, 56 mg or 84 mg"
S-Ketamine,28.0,mg,2382,absolute,"28 mg, 56 mg or 84 mg"
S-Ketamine,84.0,mg,2382,absolute,"28 mg, 56 mg or 84 mg"
5-MeO-DMT,12.0,mg,2396,absolute,12 mg
5-MeO-DMT,8.0,mg,2396,absolute,8 mg
5-MeO-DMT,0.3,mg,2396,absolute,0.3 mg
LSD,0.02,mg,2418,absolute,20 µg
Ketamine,75.0,mg,2419,absolute,75 mg
Ketamine,35.0,mg,2431,relative_weight,0.5 mg/kg
LSD,0.05,mg,2480,absolute,"50, 75, and 100 µg"
LSD,0.1,mg,2480,absolute,"50, 75, and 100 µg"
LSD,0.075,mg,2480,absolute,75 µg
LSD,0.05,mg,2480,absolute,50 µg
LSD,100.0,mg,2480,absolute,100
LSD,75.0,mg,2480,absolute,75
LSD,50.0,mg,2480,absolute,50
Ketamine,35.0,mg,2490,relative_weight,0.5-0.75 mg/kg
Ketamine,52.5,mg,2490,relative_weight,0.5-0.75 mg/kg
MDMA,100.0,mg,2516,absolute,100 mg
Ketamine,35.0,mg,2535,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,2538,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,2539,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,2605,relative_weight,0.5 mg/kg
MDMA,100.0,mg,2784,absolute,100 mg
Ketamine,100.0,mg,2820,absolute,100 mg
Ketamine,100.0,mg,2822,absolute,100 mg
Psilocybin,30.0,mg,2861,relative_weight,30 mg/70 kg
Psilocybin,20.0,mg,2861,relative_weight,20 mg/70 kg
Psilocybin,25.0,mg,2861,absolute,25 mg
Psilocybin,20.0,mg,2861,relative_weight,20-30 mg/70 kg
Psilocybin,30.0,mg,2861,relative_weight,20-30 mg/70 kg
Ibogaine,640.0,mg,2912,absolute,640‐670 mg
Ibogaine,670.0,mg,2912,absolute,640‐670 mg
Ibogaine,653.0,mg,2912,absolute,653 mg
Ibogaine,670.0,mg,2912,absolute,670 mg
Ibogaine,80.0,mg,2912,absolute,80 mg
Ibogaine,10.0,mg,2912,absolute,"10, 20, 30, or 40 mg"
Ibogaine,40.0,mg,2912,absolute,"10, 20, 30, or 40 mg"
Ketamine,35.0,mg,2957,relative_weight,0.5 mg/kg
Ketamine,35.0,mg,2998,relative_weight,0.5-1 mg/kg
Ketamine,70.0,mg,2998,relative_weight,0.5-1 mg/kg
Ketamine,17.5,mg,2998,relative_weight,0.25 mg/kg
Ketamine,70.0,mg,2998,relative_weight,1 mg/kg
Ketamine,0.5,mg,2998,absolute,0.5
Ketamine,0.25,mg,2998,absolute,0.25
Ketamine,17.5,mg,3000,relative_weight,"0.25, 0.5, 1 mg/kg"
Ketamine,70.0,mg,3000,relative_weight,"0.25, 0.5, 1 mg/kg"
Psilocybin,10.0,mg,3060,absolute,10 mg
Psilocybin,25.0,mg,3060,absolute,25 mg
Psilocybin,1.0,mg,3060,absolute,1 mg
Psilocybin,14.0,mg,3189,relative_weight,0.2 mg/kg
MDMA,80.0,mg,3277,absolute,80 mg
MDMA,120.0,mg,3277,absolute,120 mg
Ketamine,10.5,mg,3451,relative_weight_time,0.15 mg/kg/h
Ketamine,21.0,mg,3451,relative_weight,0.3 mg/kg
Ketamine,840.0,mg,3452,relative_time,12 mg/h
Ketamine,1400.0,mg,3452,relative_time,20 mg/h
Ketamine,30.0,mg,3452,absolute,30 mg
Ketamine,560.0,mg,3452,relative_time,8 mg/h
Psilocybin,25.0,mg,3492,absolute,25 mg
LSD,0.025,mg,3632,absolute,"25, 50, 100, and 200 µg"
LSD,0.2,mg,3632,absolute,"25, 50, 100, and 200 µg"
LSD,0.05,mg,3632,absolute,50 and 200 µg
LSD,0.2,mg,3632,absolute,50 and 200 µg
LSD,0.085,mg,3635,absolute,85 and 170 μg
LSD,0.17,mg,3635,absolute,85 and 170 μg
LSD,0.01,mg,3638,absolute,10 µg
LSD,0.005,mg,3638,absolute,5-20 µg
LSD,0.02,mg,3638,absolute,5-20 µg
LSD,0.02,mg,3638,absolute,20 µg
LSD,0.005,mg,3638,absolute,5 µg
LSD,0.005,mg,3638,absolute,"5, 10, and 20 µg"
LSD,0.02,mg,3638,absolute,"5, 10, and 20 µg"
Ketamine,37.800000000000004,mg,3662,relative_weight,0.54 mg/kg
Ketamine,35.0,mg,3704,relative_weight,0.5 mg/kg
S-Ketamine,28.0,mg,3728,relative_weight,0.4 mg/kg
S-Ketamine,14.0,mg,3728,relative_weight,0.2 mg/kg
LSD,0.02,mg,3766,absolute,20 µg
LSD,0.01,mg,3766,absolute,10 µg
LSD,0.005,mg,3766,absolute,"5, 10, and 20 µg"
LSD,0.02,mg,3766,absolute,"5, 10, and 20 µg"
MDMA,75.0,mg,3799,absolute,75 mg
MDMA,100.0,mg,3799,absolute,100 mg
MDMA,125.0,mg,3799,absolute,125 mg
S-Ketamine,84.0,mg,3818,absolute,84 mg
Psilocybin,25.0,mg,3926,absolute,25 mg
Psilocybin,70.0,mg,3928,absolute,70 mg
Psilocybin,50.0,mg,3928,absolute,50 mg
Psilocybin,30.0,mg,3928,absolute,30 mg
